,sentence,label
523,keep running hill fitness wise feel fine along foot calves starting hurt also begin tire,joy
524,always sensitive every sense feels like assaulted drag away darkness,fear
525,supposed ought feel thankful adding sarcastic edge age,joy
526,couldnt help feel totally distraught utterly helpless lorena kidnapped tortured almost death band enemies desperate freedom,fear
527,feel unfortunate mister magnum sounds cheers travelling well long periods race,sadness
528,feel tortured tragic enough without importance sparkle,anger
529,feel selfish thinking way feel lonely times,anger
530,feel drained energy,sadness
531,think day chatted mom amp also feeling horny masturbate,love
532,feeling pretty stinkin shitty horrible reviewer,sadness
533,feel helpless,sadness
534,feeling awful sunday,sadness
535,dont know started feel weird pressure largely silent audience falsely inflated sense importance expressing ever articulate opinions said audience,surprise
536,woke nap feel extremely agitated grumpy,fear
537,ive studying really hard discovering pretty words never crossed mind portray exact meaning feel like ive missed lot,sadness
538,feel lonely work im social bird usually school,sadness
539,love comments feel free post one,joy
540,feel intimidated great women family tree,fear
541,truly feel lot positive things help conditions workers families kids,joy
542,think may reason would want fly back uae oblivious conflicts plague conflicts feel helpless resolving,sadness
543,saw video cena kissing maria surprisingly didnt feel like hated,sadness
544,feel like rather unkind,anger
545,feeling submissive,sadness
546,feel bit obnoxious definately weather,anger
547,says pressing torso siwons bringing faces close enough feel siwons agitated breath,anger
548,indifferent tell feelings words treasured ever since feeling start bloom one moments want keep,love
549,feel hes casual entire future,joy
550,still feeling strong missed couple lifts,joy
551,sat couch several hours feeling pretty low,sadness
552,checked long time ago say happy way back feeling contented everyone everything around,joy
553,write something big happened like fun trip milestone times write tell im feeling sweet baby snuggles growing personality,joy
554,hate expectation must need man life feel worthwhile valued,joy
555,feel loving kindness allow us think feel conscious interact various things body mind,love
556,feel completely blessed part group,love
557,im type doesnt use moisturizer skin oily product designed contain ton moisturizing ingredients make skin feel lovely without oils,love
558,im afraid im environment makes feel relaxed cause,joy
559,feeling overwhelmed want physically shake everything way would spider shirt,surprise
560,say little piece feels agitated watch discussions race style color font family georgia serif font size px line height,fear
561,feel cant touch said love bit much wont deny broke heart cant find crush dont come back home,sadness
562,feel little frustrated ache longing settled heart weariness life slipped around shoulders like unwelcome friend,anger
563,even remember trying last year feeling crappy nowhere near closing,sadness
564,broke uncles radio player accidentally feared going cut going house well playing,fear
565,feeling conflicted whether follower christ celebrate ever popular pagan originated modern day holidays,joy
566,feeling impatient took pills,anger
567,feel carefree weightless yet worried grounded time,joy
568,feel sincere repentant past opposition civil rights,joy
569,one point put son daycare mom constantly made feel like terrible parent,sadness
570,things list feel super guilty relax,joy
571,feel uncertain motives feel inbalance committment process counselling reconciliation,fear
572,feel like really valuable,joy
573,feel like go emotion angry,anger
574,ive much training grammar language reading something written like kind feels like im assaulted,sadness
575,feeling insulted everyone comparing sneha,anger
576,still wake every morning feeling blessed unable believe im lucky enough able call amazing family mine life,joy
577,feel leaders countries depict people countries love god hope one thought way supportive like george w,love
578,feeling really horny afternoon one fulfill sexual desire bed creative thoughts help forgetting handss aahhh work like magic,love
579,know scones must food determined live frugal lifestyle without feeling deprived,sadness
580,giggle nervously feel threatened,fear
581,feel horrible helplessness make things better feels like kill inside,sadness
582,taking pictures house feel far messy post photos online ill clean bit post,sadness
583,feel hated loathed,sadness
584,picked feeling little apprehensive,fear
585,ive feeling numb,sadness
586,im feeling every bit spiteful vindictive bitch times,anger
587,got feeling look eyes sincere,joy
588,feel assured mind one,joy
589,feel unfortunate dont soundtrack,sadness
590,believe feel nervous father reassures nothing nervous makes nervous,fear
591,feel uptight day complete hes around feel right little nervs dream date things pursue wedding always dream mine day min,fear
592,think would come fast would come suppose feel cranky today,anger
593,feeling im going stubborn,anger
594,feel lonely lost,sadness
595,would feel empty,sadness
